302544.48232903343	4123862.5645860746
302544.6755815979	4123862.909068495
302544.88189568406	4123863.2771104896
302545.0324617854	4123863.5461534564
302545.20620598766	4123863.8568223994
302545.39261498477	4123864.189952286
302545.57491936587	4123864.515269667
302545.7952944263	4123864.908702284
302545.98872246785	4123865.2540391996
302546.161467217	4123865.562266738
302546.32099022815	4123865.8470567768
302546.55058159714	4123866.256358535
302546.760397576	4123866.6307481835
302546.9247728829	4123866.9238390047
302547.1621233454	4123867.3471788475
302547.3456484324	4123867.6744493577
302547.60383477097	4123868.134410292
302547.81889977376	4123868.517833144
302547.98457970656	4123868.813487439
302548.21481957426	4123869.224498183
302548.39659752895	4123869.549571428
302548.66168846993	4123870.0241808007
302548.88753380766	4123870.4287218153
302549.05432000174	4123870.728038222
302549.2714220528	4123871.116954238
302549.4433809759	4123871.4251817763
302549.6736437314	4123871.838511854
302549.8509432321	4123872.156138809
302550.0831514836	4123872.5728868544
302550.2671267023	4123872.903575329
302550.50221886515	4123873.325084119
302550.6821886532	4123873.647960099
302550.93457665504	4123874.1012071674
302551.09072747175	4123874.381480605
302551.2840181824	4123874.728648575
302551.6039110662	4123875.303355604
302551.7656923761	4123875.593760878
302551.9278322695	4123875.8853868567
302552.21224083874	4123876.3966173218
302552.38747277274	4123876.7120470093
302552.5669085027	4123877.0346788485
302552.8016878599	4123877.456553849
302553.17374291294	4123878.1250108774
302553.5003344052	4123878.7119249417
302553.7666079042	4123879.1895860746
302553.97820153285	4123879.568492322
302554.1859346861	4123879.9404405644
302554.40788140194	4123880.337779433
302554.7866655827	4123881.0160020897
302555.09228386753	4123881.5633653705
302555.2592379092	4123881.8623155677
302555.58083214756	4123882.43799916
302555.76613488153	4123882.769786266
302556.0228182322	4123883.2296251357
302556.27927269967	4123883.689097792
302556.5476747984	4123884.1706651757
302556.785490655	4123884.5977891986
302557.04740777035	4123885.068492325
302557.30197777605	4123885.5256456453
302557.5668245794	4123886.001475721
302557.8104387765	4123886.438975722
302558.08569970017	4123886.934459122
302558.34388604126	4123887.3995470093
302558.60463585716	4123887.8685411536
302558.84033837344	4123888.2927354877
302559.1140352731	4123888.7852892
302559.36607994983	4123889.2390245497
302559.6270357607	4123889.7088731835
302559.8892427913	4123890.1814073627
302560.16073479614	4123890.669932753
302560.4063021187	4123891.112193493
302560.66713585885	4123891.582408339
302560.906164789	4123892.013316543
302561.1800676818	4123892.5073350975
302561.4233690731	4123892.9454454505
302561.6992556088	4123893.4425157635
302561.9340654855	4123893.865611465
302562.20416894025	4123894.3514513066
302562.4406343929	4123894.7766222074
302562.7300707345	4123895.2968858792
302563.0702654356	4123895.907969864
302563.24260582833	4123896.217173962
302563.49542107614	4123896.6700548236
302563.7585970401	4123897.1412462317
302563.9908892146	4123897.5571397846
302564.27535882	4123898.067393692
302564.526335382	4123898.518321423
302564.7796541682	4123898.9721788475
302565.03739037504	4123899.4344591205
302565.2893816458	4123899.886485488
302565.5507723328	4123900.3558458393
302565.8114992607	4123900.825206189
302566.07128777495	4123901.2921251394
302566.3221422677	4123901.743663221
302566.5936037543	4123902.232066546
302566.8559404851	4123902.703746228
302567.11257042835	4123903.16504994
302567.39472069615	4123903.674815566
302567.6200472352	4123904.0948595107
302567.90688958025	4123904.6262315814
302568.1618257989	4123905.0925401757
302568.4416948802	4123905.6021837317
302568.69206108997	4123906.057872206
302568.96015801374	4123906.5460313866
302569.21797051484	4123907.0158800213
302569.47524895635	4123907.4841417368
302569.73539605126	4123907.957774551
302569.9893862243	4123908.4201768944
302570.2287279597	4123908.8560899794
302570.5061861504	4123909.3612169335
302570.76592125755	4123909.833018691
302571.03674950637	4123910.32532826
302571.30203118257	4123910.8075059974
302571.55962243	4123911.2782091214
302571.81898369745	4123911.777110489
302572.06811394636	4123912.286998183
302572.30053582124	4123912.782969862
302572.52644219436	4123913.258311661
302572.7764803397	4123913.7622179077
302573.02136101574	4123914.246104628
302573.27642693475	4123914.7484239647
302573.5336214536	4123915.255626114
302573.7747637258	4123915.731456189
302574.0105730518	4123916.196788224
302574.2706133359	4123916.709727677
302574.5122515196	4123917.1859239643
302574.7479006279	4123917.6511339266
302575.0120455271	4123918.1724962303
302575.2713686452	4123918.684825331
302575.5178896431	4123919.171641738
302575.7601229191	4123919.650279436
302576.03970208135	4123920.2026475966
302576.2869860177	4123920.696055803
302576.5396486753	4123921.2225450603
302576.7670504092	4123921.6998399775
302577.02796044276	4123922.2342638066
302577.2782885067	4123922.7413438847
302577.531180048	4123923.2523302147
302577.7631365288	4123923.7209581435
302578.0388018122	4123924.2774766996
302578.2773729786	4123924.75916615
302578.5265871533	4123925.262095842
302578.7763658989	4123925.766246229
302579.0386339666	4123926.295176896
302579.25941338466	4123926.7404893916
302579.53894677135	4123927.3044542368
302579.79650750203	4123927.823741345
302580.04278435605	4123928.3282579486
302580.3070284368	4123928.899180802
302580.53585686535	4123929.4268907607
302580.75784172997	4123929.935313613
302581.02583947056	4123930.5247911504
302581.2569567208	4123931.0250352933
302581.52104058315	4123931.594371229
302581.75717034354	4123932.1211046297
302581.9859301093	4123932.661265761
302582.19395317906	4123933.158580215
302582.4526506886	4123933.7568468153
302582.68998589535	4123934.2959093167
302582.9233080384	4123934.823741349
302583.15402855864	4123935.3455919316
302583.3825212942	4123935.8626817763
302583.6207872856	4123936.402232558
302583.8613039489	4123936.9471544344
302584.0849672792	4123937.453990372
302584.343413018	4123938.0398058016
302584.57046380074	4123938.554088025
302584.8123232365	4123939.102427872
302585.03218712856	4123939.6154893935
302585.27774681937	4123940.2342638075
302585.4816271309	4123940.795054824
302585.6784807688	4123941.338511856
302585.8876253604	4123941.8885606867
302586.1003939144	4123942.4294542368
302586.3027636038	4123942.939341934
302586.53955712216	4123943.5379747464
302586.7401949395	4123944.0744737703
302586.9373537536	4123944.6378282593
302587.12101616734	4123945.178965955
302587.3288179876	4123945.766856583
302587.52809014294	4123946.3115343163
302587.733725214	4123946.869639785
302587.92991509405	4123947.403697401
302588.1493669975	4123948.0018419353
302588.3531176076	4123948.557383925
302588.5507036674	4123949.095958143
302588.75999321893	4123949.6661485736
302588.96885552345	4123950.2357286518
302589.1638628478	4123950.76685658
302589.375410699	4123951.342906386
302589.5753008356	4123951.887339983
302589.7797075735	4123952.443980604
302589.9902941226	4123953.017466931
302590.1966234688	4123953.5838731825
302590.39141716866	4123954.149302871
302590.5751940255	4123954.7230333397
302590.7525164117	4123955.292125137
302590.93694939546	4123955.857798966
302591.14182915597	4123956.4696153705
302591.34158196393	4123957.0608018944
302591.5146929261	4123957.5965684946
302591.6841112609	4123958.170176893
302591.8296953683	4123958.7170518935
302591.98234429257	4123959.3009142
302592.15508904424	4123959.920665175
302592.31033196405	4123960.45740834
302592.4619585507	4123961.0195421297
302592.6005236141	4123961.593394667
302592.7252489572	4123962.1720079468
302592.85148491716	4123962.776255997
302592.97247185605	4123963.318858535
302593.1092974172	4123963.891978653
302593.25303521106	4123964.4784044325
302593.3958269593	4123965.0583604877
302593.5296923154	4123965.6029161518
302593.6614824772	4123966.1397813866
302593.80195488845	4123966.7119249403
302593.93995537644	4123967.2733263043
302594.0797106259	4123967.8420518925
302594.2177568908	4123968.4118761113
302594.3302904607	4123968.9223741614
302594.44203057245	4123969.5058702556
302594.5296312812	4123970.0358995507
302594.6274096009	4123970.647349745
302594.7220903872	4123971.2099718153
302594.80511345854	4123971.7370714257
302594.8856188295	4123972.329478653
302594.95577874157	4123972.909556778
302595.02734246256	4123973.4714464247
302595.11797966965	4123974.097545059
302595.1915575502	4123974.582286269
302595.2823473448	4123975.174205212
302595.34799065616	4123975.602427871
302595.43772759486	4123976.1876329496
302595.5252672668	4123976.7585558
302595.6411425121	4123977.5138048264
302595.7274157031	4123978.074351697
302595.80744805397	4123978.5949815796
302595.86285271664	4123978.9560655644
302595.95254387835	4123979.5398058007
302596.05892815464	4123980.2365831453
302596.1100450992	4123980.6096300185
302596.1948992258	4123981.3564561913
302596.22689690645	4123981.723765762
302596.27204766264	4123982.5014757235
302596.2902513966	4123983.06837025
302596.3087145329	4123983.6413682997
302596.3362719063	4123984.213267715
302596.37296929327	4123984.769297987
302596.4002062323	4123985.14551869
302596.451552056	4123985.912242323
302596.47311272676	4123986.4510606816
302596.4907366267	4123987.029063613
302596.5150438787	4123987.588145646
302596.5437304018	4123988.1389268944
302596.5725542547	4123988.6731065838
302596.59359612514	4123989.0610460355
302596.6330858704	4123989.790904433
302596.6543108467	4123990.18323842
302596.6943956849	4123990.924327285
302596.71581902565	4123991.3192247455
302596.7459093578	4123991.876597793
302596.7873217092	4123992.6441759192
302596.81750359596	4123993.203624161
302596.8420244688	4123993.7403673227
302596.85157647193	4123994.119883928
302596.85963311145	4123994.8327745474
302596.8679186338	4123995.214244277
302596.8921343315	4123995.963145647
302596.91158928804	4123996.505992323
302596.93113579723	4123997.0489610736
302596.95031609567	4123997.5837511136
302596.96331658255	4123997.947642712
302596.9878221991	4123998.632335097
302597.00137200387	4123999.0091661513
302597.0267321101	4123999.7148546292
302597.039793633	4124000.077159318
302597.05889763776	4124000.6082872455
302597.0781847473	4124001.1463731835
302597.096708918	4124001.662730603
302597.11529412266	4124002.1792100985
302597.1346575257	4124002.720225721
302597.15420403366	4124003.2662462317
302597.17954888346	4124003.974131972
302597.19271721714	4124004.342540176
302597.216826104	4124005.014659317
302597.22968926386	4124005.3734239647
302597.24861016124	4124005.901011854
302597.2745806208	4124006.6198839247
302597.28658928897	4124006.9524034597
302597.30593743344	4124007.489879043
302597.3301073546	4124008.159312639
302597.343107842	4124008.5205186885
302597.36677422584	4124009.1715196697
302597.3793474672	4124009.5172227933
302597.39745965006	4124010.0164903724
302597.4212023247	4124010.670909318
302597.4328447812	4124010.98463002
302597.46325554786	4124011.6167100975
302597.4855333808	4124011.9481309983
302597.5262438302	4124012.5363878296
302597.5513597969	4124012.976573381
302597.5896593558	4124013.718150529
302597.6136156563	4124014.179576309
302597.643171929	4124014.632090955
302597.69297661725	4124015.2175401743
302597.7497240538	4124015.9614366605
302597.7816912179	4124016.4036974
302597.82357659366	4124016.8774522836
302597.882750176	4124017.4801134174
302597.9109636785	4124017.802989392
302597.95820488886	4124018.3979601017
302597.9835344779	4124018.727305801
302598.01815667126	4124019.178599745
302598.05395379127	4124019.643077287
302598.0927111134	4124020.10914174
302598.13960137306	4124020.578502088
302598.19959893095	4124021.061656388
302598.2774340145	4124021.551890762
302598.3694750298	4124022.01270619
302598.47921624174	4124022.463511854
302598.6155992976	4124022.9326280686
302598.8298784732	4124023.5493272855
302598.94224419503	4124023.8488878296
302599.1617876537	4124024.42982045
302599.3214708803	4124024.8658556035
